Registration ID,Year,Work Country,Region,Title Category,Registration Type,Gender,# of Abstract Submissions
1110,5,USA,USA,Graduate Student,Student Non-Member,Female,
1111,5,Singapore,Asia,Graduate Student,Student Non-Member,Male,
1112,5,Singapore,Asia,Industry,Non-Member,Male,
1113,5,Netherlands,Europe,Professor,Non-Member,Female,
1114,5,USA,USA,Professor,Member,Male,
1115,5,USA,USA,Graduate Student,Student Non-Member,Male,
1116,5,USA,USA,Government Scientist,Non-Member,Male,
1117,5,USA,USA,Professor,Non-Member,Male,
1118,5,USA,USA,Industry,Non-Member,Male,
1119,5,USA,USA,Professor,Student Non-Member,Female,
1120,5,South Korea,Asia,Industry,Non-Member,Unknown,
1121,5,Japan,Asia,Industry,Non-Member,Male,
1122,5,Japan,Asia,Industry,Non-Member,Male,
1123,5,Japan,Asia,Industry,Non-Member,Male,
1124,5,USA,USA,Graduate Student,Student Non-Member,Male,
1125,5,USA,USA,Graduate Student,Student Non-Member,Male,
1126,5,USA,USA,Industry,Member,Male,
1127,5,USA,USA,Graduate Student,Student Non-Member,Male,
1128,5,USA,USA,Government Scientist,Member,Male,
1129,5,Canada,Other Americas,Professor,Non-Member,Male,
1130,5,USA,USA,Industry,Non-Member,Female,
1131,5,USA,USA,Postdoctoral Researcher,Non-Member,Male,
1132,5,USA,USA,Graduate Student,Student Non-Member,Male,
1133,5,USA,USA,Professor,Member,Male,
1134,5,USA,USA,Academia Scientist,Member,Male,
1135,5,USA,USA,Industry,Non-Member,Male,
1136,5,USA,USA,Professor,Member,Male,
1137,5,USA,USA,Professor,Member,Male,
1138,5,Germany,Europe,Industry,Non-Member,Male,
1139,5,Germany,Europe,Industry,Non-Member,Male,
1140,5,USA,USA,Industry,Non-Member,Male,
1141,5,Saudi Arabia,Middle East,Graduate Student,Student Non-Member,Male,
1142,5,USA,USA,Graduate Student,Student Non-Member,Male,
1143,5,USA,USA,Professor,Member,Female,
1144,5,USA,USA,Graduate Student,Student Non-Member,Male,
1145,5,USA,USA,Postdoctoral Researcher,Member,Male,
1146,5,USA,USA,Industry,Non-Member,Unknown,
1147,5,USA,USA,Industry,Complimentary Registration,Male,
1148,5,Canada,Other Americas,Professor,Non-Member,Male,
1149,5,Israel,Middle East,Professor,Member,Male,
1150,5,USA,USA,Graduate Student,Student Non-Member,Male,
1151,5,USA,USA,Industry,Student,Female,
1152,5,USA,USA,Graduate Student,Student Non-Member,Female,
1153,5,USA,USA,Graduate Student,Student Non-Member,Male,
1154,5,USA,USA,Industry,Member,Male,
1155,5,USA,USA,Industry,Non-Member,Male,
1156,5,USA,USA,Industry,Non-Member,Female,
1157,5,USA,USA,Professor,Non-Member,Male,
1158,5,United Kingdom,Europe,Academia Scientist,Non-Member,Male,
1159,5,USA,USA,Professor,Member,Male,
1160,5,USA,USA,Industry,Non-Member,Female,
1161,5,USA,USA,Industry,Non-Member,Male,
1162,5,USA,USA,Graduate Student,Student Non-Member,Male,
1163,5,Canada,Other Americas,Professor,Non-Member,Male,
1164,5,USA,USA,Government Scientist,Non-Member,Female,
1165,5,USA,USA,Industry,Non-Member,Male,
1166,5,USA,USA,Industry,Complimentary Registration,Male,
1167,5,USA,USA,Industry,Non-Member,Male,
1168,5,Norway,Europe,Industry,Non-Member,Male,
1169,5,Germany,Europe,Postdoctoral Researcher,Student Non-Member,Female,
1170,5,Spain,Europe,Professor,Non-Member,Male,
1171,5,USA,USA,Professor,Non-Member,Male,
1172,5,USA,USA,Graduate Student,Student Non-Member,Male,
1173,5,USA,USA,Industry,Non-Member,Male,
1174,5,USA,USA,Industry,Non-Member,Male,
1175,5,USA,USA,Professor,Complimentary Registration,Female,
1176,5,Australia,Oceania,Unknown/Other,Non-Member,Female,
1177,5,USA,USA,Industry,Non-Member,Male,
1178,5,USA,USA,Industry,Non-Member,Male,
1179,5,USA,USA,Undergraduate Student,Student Non-Member,Female,
1180,5,China,Asia,Unknown/Other,Non-Member,Male,
1181,5,USA,USA,Graduate Student,Student Non-Member,Female,
1182,5,USA,USA,Undergraduate Student,Student Non-Member,Male,
1183,5,USA,USA,Postdoctoral Researcher,Student,Male,
1184,5,USA,USA,Professor,Non-Member,Male,
1185,5,USA,USA,Government Scientist,Non-Member,Male,
1186,5,Brazil,Other Americas,Graduate Student,Student Non-Member,Female,
1187,5,USA,USA,Industry,Non-Member,Male,
1188,5,USA,USA,Professor,Member,Male,
1189,5,USA,USA,Graduate Student,Student Non-Member,Male,
1190,5,USA,USA,Professor,Member,Male,
1191,5,USA,USA,Postdoctoral Researcher,Non-Member,Male,
1192,5,USA,USA,Graduate Student,Student Non-Member,Male,
1193,5,USA,USA,Graduate Student,Student Non-Member,Female,
1194,5,USA,USA,Postdoctoral Researcher,Member,Female,
1195,5,USA,USA,Industry,Non-Member,Female,
1196,5,Israel,Middle East,Professor,Non-Member,Female,
1197,5,USA,USA,Industry,Non-Member,Male,
1198,5,USA,USA,Government Scientist,Non-Member,Female,
1199,5,USA,USA,Postdoctoral Researcher,Student Non-Member,Male,
1200,5,USA,USA,Graduate Student,Student Non-Member,Male,
1201,5,USA,USA,Industry,Member,Male,
1202,5,Canada,Other Americas,Graduate Student,Member,Male,
1203,5,USA,USA,Industry,Complimentary Registration,Male,
1204,5,Japan,Asia,Industry,Non-Member,Male,
1205,5,USA,USA,Industry,Non-Member,Male,
1206,5,China,Asia,Professor,Member,Male,
1207,5,USA,USA,Professor,Member,Male,
1208,5,Argentina,Other Americas,Industry,Non-Member,Female,
1209,5,USA,USA,Government Scientist,Complimentary Registration,Male,
1210,5,Canada,Other Americas,Professor,Non-Member,Female,
1211,5,Israel,Middle East,Postdoctoral Researcher,Student Non-Member,Male,
1212,5,USA,USA,Academia Scientist,Non-Member,Male,
1213,5,United Arab Emirates,Middle East,Postdoctoral Researcher,Non-Member,Female,
1214,5,USA,USA,Professor,Non-Member,Male,
1215,5,USA,USA,Graduate Student,Student Non-Member,Male,
1216,5,USA,USA,Industry,Complimentary Registration,Male,
1217,5,USA,USA,Professor,Non-Member,Male,
1218,5,USA,USA,Postdoctoral Researcher,Non-Member,Unknown,
1219,5,USA,USA,Professor,Non-Member,Female,
1220,5,USA,USA,Graduate Student,Student Non-Member,Female,
1221,5,USA,USA,Industry,Member,Male,
1222,5,USA,USA,Graduate Student,Student,Male,
1223,5,Canada,Other Americas,Industry,Complimentary Registration,Male,
1224,5,USA,USA,Graduate Student,Student Non-Member,Female,
1225,5,Canada,Other Americas,Graduate Student,Student Non-Member,Male,
1226,5,USA,USA,Government Scientist,Member,Male,
1227,5,Israel,Middle East,Academia Scientist,Student Non-Member,Unknown,
1228,5,Taiwan,Asia,Professor,Complimentary Registration,Male,
1229,5,Belgium,Europe,Graduate Student,Student Non-Member,Female,
1230,5,USA,USA,Professor,Member,Male,
1231,5,USA,USA,Graduate Student,Student Non-Member,Male,
1232,5,USA,USA,Professor,Member,Male,
1233,5,Hungary,Europe,Industry,Non-Member,Male,
1234,5,USA,USA,Undergraduate Student,Student Non-Member,Male,
1235,5,USA,USA,Graduate Student,Student Non-Member,Female,
1236,5,USA,USA,Postdoctoral Researcher,Non-Member,Male,
1237,5,USA,USA,Government Scientist,Non-Member,Male,
1238,5,USA,USA,Undergraduate Student,Student Non-Member,Male,
1239,5,USA,USA,Industry,Non-Member,Female,
1240,5,USA,USA,Graduate Student,Student Non-Member,Male,
1241,5,USA,USA,Industry,Non-Member,Male,
1242,5,USA,USA,Industry,Complimentary Registration,Male,
1243,5,Singapore,Asia,Professor,Non-Member,Female,
1244,5,Saudi Arabia,Middle East,Postdoctoral Researcher,Non-Member,Male,
1245,5,Singapore,Asia,Academia Scientist,Non-Member,Female,
1246,5,USA,USA,Professor,Member,Male,
1247,5,China,Asia,Professor,Non-Member,Male,
1248,5,USA,USA,Postdoctoral Researcher,Non-Member,Male,
1249,5,USA,USA,Industry,Non-Member,Female,
1250,5,USA,USA,Professor,Student,Male,
1251,5,USA,USA,Graduate Student,Student,Male,
1252,5,USA,USA,Graduate Student,Student Non-Member,Female,
1253,5,USA,USA,Industry,Member,Male,
1254,5,USA,USA,Professor,Complimentary Registration,Male,
1255,5,Austria,Europe,Industry,Non-Member,Male,
1256,5,USA,USA,Industry,Non-Member,Male,
1257,5,USA,USA,Professor,Non-Member,Male,
1258,5,USA,USA,Government Scientist,Non-Member,Male,
1259,5,USA,USA,Industry,Complimentary Registration,Female,
1260,5,Australia,Oceania,Academia Scientist,Non-Member,Male,
1261,5,Canada,Other Americas,Graduate Student,Complementary Registration - Student,Male,
1262,5,USA,USA,Graduate Student,Student Non-Member,Male,
1263,5,USA,USA,Industry,Member,Unknown,
1264,5,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
1265,5,USA,USA,Postdoctoral Researcher,Student Non-Member,Male,
1266,5,USA,USA,Postdoctoral Researcher,Student Non-Member,Female,
1267,5,USA,USA,Postdoctoral Researcher,Member,Male,
1268,5,Russia,Europe,Academia Scientist,Non-Member,Male,
1269,5,Canada,Other Americas,Graduate Student,Student Non-Member,Male,
1270,5,USA,USA,Graduate Student,Student Non-Member,Female,
1271,5,USA,USA,Graduate Student,Student Non-Member,Male,
1272,5,USA,USA,Graduate Student,Student Non-Member,Male,
1273,5,USA,USA,Government Scientist,Non-Member,Male,
1274,5,USA,USA,Professor,Non-Member,Male,
1275,5,USA,USA,Unknown/Other,Student,Unknown,
1276,5,Unknown,Unknown,Unknown/Other,Guest,Female,
1277,5,Canada,Other Americas,Graduate Student,Student Non-Member,Male,
1278,5,USA,USA,Professor,Member,Male,
1279,5,USA,USA,Graduate Student,Student Non-Member,Male,
1280,5,USA,USA,Graduate Student,Student Non-Member,Male,
1281,5,USA,USA,Graduate Student,Student Non-Member,Unknown,
1282,5,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
1283,5,USA,USA,Graduate Student,Student Non-Member,Male,
1284,5,USA,USA,Industry,Non-Member,Male,
1285,5,Singapore,Asia,Professor,Non-Member,Male,
1286,5,USA,USA,Graduate Student,Student Non-Member,Male,
1287,5,China,Asia,Professor,Non-Member,Male,
1288,5,USA,USA,Graduate Student,Student Non-Member,Female,
1289,5,USA,USA,Postdoctoral Researcher,Non-Member,Male,
1290,5,USA,USA,Industry,Non-Member,Male,
1291,5,USA,USA,Professor,Complimentary Registration,Male,
1292,4,Canada,Other Americas,Professor,Guest,Female,
1293,4,USA,USA,Graduate Student,Student Non-Member,Male,
1294,4,USA,USA,Industry,Member,Male,
1295,4,USA,USA,Professor,Non-Member,Male,
1296,4,USA,USA,Graduate Student,Student Non-Member,Male,
1297,4,Switzerland,Europe,Professor,Complimentary Registration,Male,
1298,4,USA,USA,Graduate Student,Student,Male,
1299,4,USA,USA,Graduate Student,Student Non-Member,Male,
1300,4,Saudi Arabia,Middle East,Postdoctoral Researcher,Student Non-Member,Male,
1301,4,Saudi Arabia,Middle East,Industry,Non-Member,Male,
1302,4,USA,USA,Industry,Complimentary Registration,Male,
1303,4,USA,USA,Graduate Student,Student Non-Member,Male,
1304,4,USA,USA,Postdoctoral Researcher,Student Non-Member,Male,
1305,4,Israel,Middle East,Professor,Member,Male,
1306,4,USA,USA,Graduate Student,Student Non-Member,Male,
1307,4,USA,USA,Professor,Member,Female,
1308,4,Canada,Other Americas,Graduate Student,Student Non-Member,Male,
1309,4,USA,USA,Industry,Non-Member,Female,
1310,4,France,Europe,Professor,Non-Member,Female,
1311,4,USA,USA,Postdoctoral Researcher,Non-Member,Male,
1312,4,USA,USA,Industry,Founder,Male,
1313,4,USA,USA,Graduate Student,Student Non-Member,Male,
1314,4,USA,USA,Professor,Member,Female,
1315,4,USA,USA,Professor,Member,Male,
1316,4,France,Europe,Academia Scientist,Complimentary Registration,Male,
1317,4,USA,USA,Industry,Non-Member,Male,
1318,4,USA,USA,Graduate Student,Student Non-Member,Male,
1319,4,USA,USA,Graduate Student,Student Non-Member,Male,
1320,4,USA,USA,Professor,Member,Male,
1321,4,USA,USA,Industry,Non-Member,Female,
1322,4,USA,USA,Postdoctoral Researcher,Student Non-Member,Male,
1323,4,Israel,Middle East,Academia Scientist,Member,Male,
1324,4,USA,USA,Industry,Member,Male,
1325,4,USA,USA,Professor,Complimentary Registration,Male,
1326,4,Unknown,Unknown,Unknown/Other,Guest,Female,
1327,4,USA,USA,Government Scientist,Non-Member,Male,
1328,4,USA,USA,Industry,Non-Member,Male,
1329,4,USA,USA,Government Scientist,Member,Female,
1330,4,USA,USA,Graduate Student,Student Non-Member,Male,
1331,4,USA,USA,Graduate Student,Student Non-Member,Male,
1332,4,Israel,Middle East,Graduate Student,Student Non-Member,Female,
1333,4,Italy,Europe,Professor,Non-Member,Female,
1334,4,Brazil,Other Americas,Professor,Complimentary Registration,Male,
1335,4,USA,USA,Graduate Student,Student Non-Member,Male,
1336,4,USA,USA,Industry,Non-Member,Male,
1337,4,USA,USA,Professor,Member,Male,
1338,4,USA,USA,Postdoctoral Researcher,Non-Member,Male,
1339,4,USA,USA,Graduate Student,Student Non-Member,Male,
1340,4,USA,USA,Professor,Non-Member,Male,
1341,4,USA,USA,Professor,Member,Female,
1342,4,USA,USA,Graduate Student,Student Non-Member,Female,
1343,4,USA,USA,Industry,Member,Female,
1344,4,USA,USA,Postdoctoral Researcher,Non-Member,Male,
1345,4,USA,USA,Professor,Member,Male,
1346,4,USA,USA,Academia Scientist,Student Non-Member,Male,
1347,4,Taiwan,Asia,Professor,Non-Member,Male,
1348,4,France,Europe,Industry,Non-Member,Male,
1349,4,USA,USA,Industry,Complimentary Registration,Male,
1350,4,USA,USA,Academia Scientist,Student,Female,
1351,4,USA,USA,Professor,Member,Male,
1352,4,Canada,Other Americas,Industry,Student Non-Member,Female,
1353,4,USA,USA,Graduate Student,Student Non-Member,Male,
1354,4,USA,USA,Professor,Non-Member,Male,
1355,4,USA,USA,Postdoctoral Researcher,Non-Member,Male,
1356,4,USA,USA,Graduate Student,Student Non-Member,Male,
1357,4,USA,USA,Industry,Member,Male,
1358,4,Saudi Arabia,Middle East,Academia Scientist,Non-Member,Male,
1359,4,South Korea,Asia,Academia Scientist,Non-Member,Male,
1360,4,USA,USA,Graduate Student,Student Non-Member,Male,
1361,4,USA,USA,Professor,Member,Male,
1362,4,USA,USA,Graduate Student,Student,Male,
1363,4,USA,USA,Industry,Member,Male,
1364,4,USA,USA,Industry,Non-Member,Female,
1365,4,USA,USA,Graduate Student,Student Non-Member,Male,
1366,4,USA,USA,Graduate Student,Student,Female,
1367,4,Portugal,Europe,Professor,Non-Member,Male,
1368,4,Turkey,Middle East,Professor,Complimentary Registration,Female,
1369,4,USA,USA,Professor,Member,Male,
1370,4,Brazil,Other Americas,Professor,Non-Member,Female,
1371,4,USA,USA,Graduate Student,Student Non-Member,Male,
1372,4,Netherlands,Europe,Graduate Student,Student Non-Member,Male,
1373,4,India,Asia,Professor,Member,Male,
1374,4,Canada,Other Americas,Professor,Member,Male,
1375,4,USA,USA,Industry,Non-Member,Male,
1376,4,USA,USA,Graduate Student,Student Non-Member,Male,
1377,4,USA,USA,Graduate Student,Student,Male,
1378,4,USA,USA,Industry,Member,Male,
1379,4,USA,USA,Professor,Member,Male,
1380,4,USA,USA,Industry,Complimentary Registration,Male,
1381,4,USA,USA,Graduate Student,Student,Female,
1382,4,USA,USA,Graduate Student,Student Non-Member,Male,
1383,4,USA,USA,Industry,Non-Member,Male,
1384,4,USA,USA,Postdoctoral Researcher,Member,Male,
1385,4,USA,USA,Graduate Student,Student Non-Member,Male,
1386,4,USA,USA,Unknown/Other,Complimentary Registration,Male,
1387,4,USA,USA,Graduate Student,Student Non-Member,Female,
1388,4,USA,USA,Unknown/Other,Complementary Registration - Student,Female,
1389,4,USA,USA,Professor,Complimentary Registration,Female,
1390,4,USA,USA,Graduate Student,Student Non-Member,Unknown,
1391,4,United Kingdom,Europe,Professor,Complimentary Registration,Male,
1392,4,USA,USA,Industry,Non-Member,Male,
1393,4,USA,USA,Professor,Non-Member,Male,
1394,4,USA,USA,Professor,Complimentary Registration,Male,
1395,4,Czech Republic,Europe,Professor,Non-Member,Male,
1396,4,USA,USA,Graduate Student,Student,Female,
1397,4,USA,USA,Industry,Member,Male,
1398,4,Czech Republic,Europe,Academia Scientist,Non-Member,Female,
1399,4,Italy,Europe,Industry,Non-Member,Male,
1400,4,USA,USA,Graduate Student,Student Non-Member,Male,
1401,4,USA,USA,Graduate Student,Student Non-Member,Female,
1402,4,USA,USA,Professor,Member,Male,
1403,4,USA,USA,Industry,Guest,Male,
1404,4,Saudi Arabia,Middle East,Academia Scientist,Non-Member,Male,
1405,4,Germany,Europe,Academia Scientist,Non-Member,Male,
1406,4,USA,USA,Graduate Student,Student Non-Member,Male,
1407,4,Israel,Middle East,Professor,Member,Male,
1408,4,Italy,Europe,Academia Scientist,Member,Female,
1409,4,USA,USA,Industry,Non-Member,Male,
1410,4,Germany,Europe,Professor,Non-Member,Male,
1411,4,USA,USA,Graduate Student,Student Non-Member,Female,
1412,4,USA,USA,Industry,Member,Male,
1413,4,USA,USA,Professor,Non-Member,Female,
1414,4,USA,USA,Graduate Student,Student Non-Member,Male,
1415,4,USA,USA,Professor,Member,Female,
1416,4,South Korea,Asia,Industry,Non-Member,Male,
1417,4,USA,USA,Graduate Student,Student Non-Member,Female,
1418,4,South Korea,Asia,Industry,Non-Member,Male,
1419,4,South Korea,Asia,Industry,Non-Member,Male,
1420,4,USA,USA,Postdoctoral Researcher,Student Non-Member,Male,
1421,4,USA,USA,Industry,Non-Member,Female,
1422,4,United Kingdom,Europe,Industry,Member,Male,
1423,4,USA,USA,Graduate Student,Student Non-Member,Female,
1424,4,USA,USA,Industry,Non-Member,Male,
1425,4,USA,USA,Industry,Non-Member,Male,
1426,4,USA,USA,Graduate Student,Student Non-Member,Female,
1427,4,USA,USA,Industry,Non-Member,Male,
1428,4,Brazil,Other Americas,Professor,Complimentary Registration,Female,
1429,4,USA,USA,Graduate Student,Complementary Registration - Student,Female,
1430,4,USA,USA,Professor,Non-Member,Female,
1431,4,USA,USA,Professor,Member,Male,
1432,4,Unknown,Unknown,Unknown/Other,Guest,Female,
1433,4,USA,USA,Government Scientist,Non-Member,Male,
1434,4,USA,USA,Professor,Member,Female,
1435,4,USA,USA,Professor,Member,Male,
1436,4,Australia,Oceania,Academia Scientist,Non-Member,Male,
1437,4,USA,USA,Graduate Student,Student Non-Member,Male,
1438,4,USA,USA,Graduate Student,Student Non-Member,Male,
1439,4,USA,USA,Professor,Member,Male,
1440,4,Unknown,Unknown,Unknown/Other,Guest,Female,
1441,4,USA,USA,Professor,Member,Male,
1442,4,USA,USA,Professor,Non-Member,Male,
1443,4,Australia,Oceania,Postdoctoral Researcher,Non-Member,Male,
1444,4,USA,USA,Industry,,Male,
1445,4,China,Asia,Professor,Member,Female,
1446,4,USA,USA,Graduate Student,Student Non-Member,Female,
1447,4,USA,USA,Professor,Member,Male,
1448,4,USA,USA,Graduate Student,Student Non-Member,Male,
1449,4,USA,USA,Graduate Student,Student,Male,
1450,4,USA,USA,Graduate Student,Student,Male,
1451,4,Japan,Asia,Industry,Non-Member,Male,
1452,4,USA,USA,Industry,Non-Member,Male,
1453,4,USA,USA,Graduate Student,Student Non-Member,Male,
1454,4,Czech Republic,Europe,Academia Scientist,Non-Member,Male,
1455,4,USA,USA,Industry,Non-Member,Male,
1456,4,USA,USA,Graduate Student,Student Non-Member,Female,
1457,4,Norway,Europe,Graduate Student,Student Non-Member,Male,
1458,4,USA,USA,Graduate Student,Student Non-Member,Female,
1459,4,USA,USA,Industry,Complimentary Registration,Male,
1460,4,USA,USA,Graduate Student,Student Non-Member,Male,
1461,4,USA,USA,Industry,Member,Female,
1462,4,South Korea,Asia,Unknown/Other,Student Non-Member,Unknown,
1463,4,USA,USA,Postdoctoral Researcher,Non-Member,Female,
1464,4,South Korea,Asia,Graduate Student,Student Non-Member,Male,
1465,4,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
1466,4,USA,USA,Professor,Complimentary Registration,Male,
1467,4,Israel,Middle East,Graduate Student,Student Non-Member,Male,
1468,4,USA,USA,Industry,Member,Male,
1469,4,Japan,Asia,Industry,Member,Male,
1470,4,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
1471,4,USA,USA,Unknown/Other,Complimentary Registration,Female,
1472,4,USA,USA,Graduate Student,Student Non-Member,Male,
1473,4,USA,USA,Graduate Student,Student Non-Member,Male,
1474,4,USA,USA,Graduate Student,Student Non-Member,Unknown,
1475,4,USA,USA,Professor,Non-Member,Male,
1476,4,South Korea,Asia,Unknown/Other,Student Non-Member,Male,
1477,4,USA,USA,Graduate Student,Student,Male,
1478,4,Saudi Arabia,Middle East,Postdoctoral Researcher,Non-Member,Female,
1479,4,USA,USA,Professor,Member,Male,
1480,4,USA,USA,Professor,Non-Member,Male,
1481,4,USA,USA,Graduate Student,Student,Male,
1482,4,Unknown,Unknown,Unknown/Other,Founder,Male,
1483,4,USA,USA,Professor,Complimentary Registration,Male,
1484,4,USA,USA,Industry,Non-Member,Male,
1485,4,USA,USA,Professor,Non-Member,Female,
1486,4,USA,USA,Industry,Member,Unknown,
1487,4,USA,USA,Professor,Founder,Male,
1488,4,Unknown,Unknown,Unknown/Other,Guest,Female,
1489,4,USA,USA,Industry,Member,Male,
1490,4,USA,USA,Industry,Non-Member,Male,
1491,4,USA,USA,Graduate Student,Student Non-Member,Male,
1492,4,USA,USA,Professor,Member,Male,
1493,4,USA,USA,Industry,Non-Member,Male,
1494,4,USA,USA,Government Scientist,Non-Member,Male,
1495,4,USA,USA,Industry,Member,Female,
1496,4,USA,USA,Professor,Member,Male,
1497,4,USA,USA,Unknown/Other,Student Non-Member,Female,
1498,4,Saudi Arabia,Middle East,Professor,Non-Member,Male,
1499,4,USA,USA,Industry,Non-Member,Female,
1500,4,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
1501,4,Canada,Other Americas,Graduate Student,Student Non-Member,Male,
1502,4,Canada,Other Americas,Professor,Member,Male,
1503,4,South Korea,Asia,Graduate Student,Student Non-Member,Unknown,
1504,4,USA,USA,Graduate Student,Student Non-Member,Female,
1505,4,Canada,Other Americas,Professor,Non-Member,Male,
1506,4,South Korea,Asia,Industry,Non-Member,Male,
1507,4,Austria,Europe,Industry,Non-Member,Male,
1508,4,South Korea,Asia,Professor,Non-Member,Male,
1509,4,South Korea,Asia,Graduate Student,Student Non-Member,Unknown,
1510,4,Unknown,Unknown,Industry,Guest,Female,
1511,4,China,Asia,Professor,Member,Male,
1512,4,USA,USA,Industry,Founder,Male,
1513,4,USA,USA,Professor,Member,Female,
1514,4,China,Asia,Professor,Non-Member,Male,
1515,4,USA,USA,Industry,Complimentary Registration,Female,
1516,4,USA,USA,Professor,Member,Male,
1517,4,Singapore,Asia,Academia Scientist,Non-Member,Male,
1518,4,USA,USA,Professor,Member,Male,
1519,4,USA,USA,Graduate Student,Student Non-Member,Male,
1520,4,USA,USA,Professor,Member,Female,
1521,4,USA,USA,Industry,Member,Female,
1522,4,USA,USA,Professor,Member,Male,
1523,4,USA,USA,Industry,Non-Member,Male,
1524,4,USA,USA,Industry,Non-Member,Female,
1525,4,China,Asia,Professor,Complimentary Registration,Male,
1526,4,USA,USA,Industry,Member,Male,
1527,4,USA,USA,Graduate Student,Student Non-Member,Male,
1528,4,China,Asia,Professor,Non-Member,Male,
1529,4,USA,USA,Professor,Member,Male,
1530,4,Switzerland,Europe,Graduate Student,Student Non-Member,Male,
1531,4,USA,USA,Professor,Member,Male,
1532,4,USA,USA,Industry,Non-Member,Male,
1533,4,USA,USA,Graduate Student,Student Non-Member,Male,
1534,4,USA,USA,Graduate Student,Student Non-Member,Male,
1535,4,USA,USA,Government Scientist,Non-Member,Female,
1536,4,Saudi Arabia,Middle East,Academia Scientist,Non-Member,Male,
1537,4,USA,USA,Graduate Student,Student Non-Member,Female,
1538,4,USA,USA,Graduate Student,Student Non-Member,Male,
1539,4,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
1540,4,USA,USA,Graduate Student,Student,Female,
1541,4,USA,USA,Professor,Non-Member,Male,
1542,4,USA,USA,Industry,Member,Male,
1543,4,Australia,Oceania,Professor,Non-Member,Male,
1544,4,USA,USA,Graduate Student,Student Non-Member,Female,
1545,4,Japan,Asia,Professor,Non-Member,Male,
1546,4,USA,USA,Industry,Non-Member,Male,
1547,4,USA,USA,Professor,Member,Female,
1548,4,USA,USA,Industry,Complimentary Registration,Male,
1549,4,USA,USA,Professor,Member,Male,
1550,4,USA,USA,Graduate Student,Student Non-Member,Female,
1551,4,USA,USA,Industry,Non-Member,Male,
1552,4,USA,USA,Graduate Student,Student Non-Member,Male,
1553,4,China,Asia,Professor,Non-Member,Male,
1554,4,USA,USA,Industry,Member,Male,
1555,4,USA,USA,Graduate Student,Student Non-Member,Female,
1556,4,USA,USA,Graduate Student,Student Non-Member,Male,
1557,4,USA,USA,Government Scientist,Member,Male,
1558,4,USA,USA,Postdoctoral Researcher,Guest,Male,
1559,4,USA,USA,Graduate Student,Complementary Registration - Student,Male,
1560,4,USA,USA,Graduate Student,Student Non-Member,Male,
1561,4,USA,USA,Graduate Student,Student Non-Member,Female,
1562,4,USA,USA,Industry,Member,Male,
1563,4,USA,USA,Graduate Student,Student,Male,
1564,4,Canada,Other Americas,Industry,Non-Member,Male,
1565,4,USA,USA,Professor,Complimentary Registration,Male,
1566,4,USA,USA,Industry,Non-Member,Female,
1567,4,USA,USA,Industry,Complimentary Registration,Male,
1568,4,Unknown,Unknown,Academia Scientist,Student Non-Member,Female,
1569,4,South Korea,Asia,Professor,Non-Member,Male,
1570,4,USA,USA,Government Scientist,Non-Member,Male,
1571,4,USA,USA,Professor,Non-Member,Male,
1572,4,Unknown,Unknown,Academia Scientist,Non-Member,Female,
1573,4,USA,USA,Industry,Member,Male,
1574,4,USA,USA,Graduate Student,Student,Male,
1575,4,USA,USA,Professor,Member,Male,
1576,4,Saudi Arabia,Middle East,Professor,Member,Female,
1577,4,USA,USA,Industry,Non-Member,Male,
1578,4,USA,USA,Graduate Student,Student Non-Member,Female,
1579,4,USA,USA,Industry,Non-Member,Male,
1580,4,Saudi Arabia,Middle East,Academia Scientist,Non-Member,Male,
1581,4,Japan,Asia,Industry,Non-Member,Male,
1582,4,USA,USA,Academia Scientist,Non-Member,Male,
1583,4,USA,USA,Graduate Student,Student Non-Member,Male,
1584,4,USA,USA,Graduate Student,Student Non-Member,Male,
1585,4,USA,USA,Industry,Non-Member,Male,
1586,4,USA,USA,Graduate Student,Student Non-Member,Male,
1587,4,USA,USA,Graduate Student,Student,Male,
1588,4,Saudi Arabia,Middle East,Professor,Non-Member,Male,
1589,4,USA,USA,Professor,Member,Male,
1590,4,USA,USA,Graduate Student,Student Non-Member,Male,
1591,4,USA,USA,Graduate Student,Student Non-Member,Male,
1592,4,USA,USA,Professor,Member,Male,
1593,4,Saudi Arabia,Middle East,Professor,Complimentary Registration,Male,
1594,4,USA,USA,Industry,Member,Male,
1595,4,USA,USA,Graduate Student,Student,Female,
1596,4,USA,USA,Graduate Student,Student Non-Member,Male,
1597,4,USA,USA,Academia Scientist,Complimentary Registration,Male,
1598,4,USA,USA,Professor,Member,Female,
1599,4,USA,USA,Postdoctoral Researcher,Non-Member,Male,
1600,4,USA,USA,Graduate Student,Student Non-Member,Female,
1601,4,Spain,Europe,Graduate Student,Student Non-Member,Female,
1602,4,Canada,Other Americas,Professor,Non-Member,Male,
1603,4,USA,USA,Professor,Non-Member,Male,
1604,4,USA,USA,Industry,Non-Member,Male,
1605,4,USA,USA,Professor,Non-Member,Male,
1606,4,Italy,Europe,Graduate Student,Student Non-Member,Female,
1607,4,USA,USA,Professor,Non-Member,Male,
1608,4,USA,USA,Graduate Student,Student Non-Member,Male,
